arrivalGateDelayMinutes,departureGateDelayMinutes,arrivalRunwayDelayMinutes,departureRunwayDelayMinutes,scheduledBlockMinutes,blockMinutes,airMinutes,taxiOutMinutes,taxiInMinutes,scheduledAirMinutes,scheduledTaxiOutMinutes,scheduledTaxiInMinutes,DayOfWeek
24.947084,29.70374,37.55743,23.930729,128.43806,86.50629,93.259605,15.580095,16.775284,948.63477,22.305813,40.28254,3.0337095
32.647457,35.185627,42.509453,23.032003,633.8379,589.3037,560.4917,28.325308,9.264959,947.74115,22.949333,40.030716,2.8722878
32.479656,33.87807,41.49768,23.391161,499.98618,455.8214,440.03058,25.214354,11.656966,939.1704,22.851875,39.682343,2.9590979
27.459642,30.46356,43.376255,23.448565,688.91327,655.438,617.6415,30.094225,10.347776,954.7657,22.975471,40.59831,2.9877017
14.409051,16.222036,39.75144,22.163984,158.92473,181.31221,126.587555,27.244436,9.938617,951.0363,22.288456,41.77582,5.237037
34.690544,35.251072,39.40412,22.91337,347.24734,309.89316,296.19345,23.373798,10.790013,936.8894,22.69804,39.03841,3.6190276
10.2903,25.761724,35.311394,19.27746,204.43375,170.75148,148.7944,28.313658,28.443096,946.21576,20.123493,39.81871,1.5457433e-30
15.588013,17.78044,37.66364,22.71557,203.24316,195.25066,162.42805,21.634958,12.691456,949.68146,22.08839,39.168613,2.0000026
19.861732,27.755913,37.57361,23.022785,143.42299,108.852,107.17055,17.316898,15.979792,945.66016,22.158224,39.551178,0.9863051
19.88229,18.328066,39.16376,21.454172,342.89334,316.0409,297.58856,22.025991,11.395023,943.81964,22.553055,39.02454,0.98242
25.538795,25.531544,39.97753,22.399134,366.81708,321.33267,308.63614,23.935232,10.71999,946.905,22.586609,39.67493,4.680031
24.869703,22.705313,37.052597,22.250175,220.42737,165.72234,171.59404,21.044502,11.550243,942.40533,22.182962,38.666607,3.14055
20.320187,21.454456,39.067215,21.651697,319.06277,303.68652,280.48184,23.325127,11.632121,939.6662,22.581944,38.951283,0.9941338
15.919062,24.06413,36.607597,20.528364,257.172,237.33415,204.08049,25.914585,18.236006,942.2478,21.133026,38.81582,1.1596751e-15
26.09708,30.141928,40.253174,22.96457,325.9898,296.16113,273.80075,23.579662,10.614803,945.929,22.580408,39.97007,4.8565683
22.909817,17.860338,37.7078,22.690163,198.18225,96.67385,137.61963,22.806162,11.444052,943.1175,22.247793,39.97947,3.0133076
24.31108,32.85514,38.677845,22.647726,210.6217,160.4577,172.2557,19.853302,14.61015,941.9443,22.42124,39.436924,0.9887067
24.91802,25.749681,40.986874,22.362541,529.6423,504.54977,473.57837,26.554605,13.425338,950.51587,22.423807,39.58896,0.0035635307
25.044983,26.965288,38.230244,22.574068,259.40695,211.42064,213.61983,20.328644,13.041712,944.951,22.469242,39.242268,2.1130304
30.622953,31.755548,40.059624,23.179508,351.0748,308.95956,294.56815,23.719187,10.719397,944.052,22.673008,39.557,4.600712
7.9681673,24.870445,34.162537,17.856113,187.3759,169.38383,138.6024,29.864426,30.251743,953.7858,19.391449,38.846943,2.5198776e-36
32.577965,35.732376,39.728104,22.37792,371.6429,326.82007,320.1468,22.983034,11.121809,938.91486,22.611942,39.127094,2.9608767
19.915707,22.927015,37.668045,21.724422,249.22015,220.71773,207.73447,21.163998,12.794233,941.3943,22.263708,38.591972,0.9780221
32.690773,33.96212,41.84408,23.730452,480.83377,425.88464,419.3261,26.26259,11.8791895,939.31757,22.980886,39.923096,3.633047
28.330303,35.969246,38.90534,21.962421,288.2755,242.2083,243.87958,22.954288,11.969914,939.0521,22.484016,39.340805,0.9985698
8.000596,4.412373,38.23225,22.843513,99.27478,21.825853,52.567863,27.664066,11.634997,956.68854,21.575935,44.236588,2.1118274
14.844608,14.390203,38.19166,21.245096,280.52118,277.17538,246.30782,22.984041,10.994118,948.13293,22.116884,39.229877,2.0204077
15.154475,18.094255,41.522106,22.508612,767.1213,793.1789,698.72784,39.964027,7.9011116,958.10254,22.853338,40.88054,4.838396
23.351614,21.106144,40.880615,22.306627,462.57193,431.5986,401.56595,22.788315,11.462852,949.26434,22.591707,39.281284,1.9792392
33.318115,32.645496,42.621857,23.641043,796.40643,779.13403,712.77484,34.272827,9.041924,955.31085,23.125904,40.56328,2.2057066
17.202402,11.233732,37.835175,23.522917,127.84184,37.24566,74.178085,23.00795,12.488608,947.313,22.080828,41.818344,3.0552344
20.705652,17.910042,41.79334,21.816448,523.3106,501.69006,460.97296,31.871008,11.485988,945.6287,22.540443,41.384384,6.0
23.736416,23.93438,37.384468,21.508987,209.93971,240.89212,184.09128,20.500223,11.982217,930.9358,22.181757,38.92551,3.8548136
28.89808,29.693298,42.46752,23.444084,606.6055,568.32764,542.2665,25.582876,11.759898,946.9031,22.949755,39.95238,2.6407332
22.101877,20.71961,39.430584,21.929985,380.65115,345.68,322.77542,22.464369,11.45774,946.2377,22.488804,38.953957,3.3891735
24.449675,21.93597,38.85283,22.048378,351.17075,319.91025,297.92126,22.770515,11.304618,942.9352,22.574333,38.751507,3.4813192
26.453278,20.756336,40.52277,22.456268,173.17476,160.93655,130.94408,26.16973,10.492944,964.3054,22.184828,42.647003,6.0
24.545254,27.498795,38.605026,21.934813,282.68317,232.99562,241.63448,23.354029,12.570752,937.2209,22.44656,38.93579,0.9860049
21.769274,23.398453,38.503998,21.870117,307.4989,285.99564,265.7393,23.333931,11.619993,940.31885,22.5222,38.72658,1.279831
19.150461,18.07099,36.722313,21.8348,210.63643,212.6005,173.84543,20.66774,12.836464,939.2941,22.059675,38.41029,3.8061898
22.68409,31.13975,37.639427,21.20365,297.63425,268.14035,245.46588,25.659538,16.057865,940.41394,21.636242,38.88536,3.8312045e-12
16.13927,17.27387,38.25998,22.021475,211.7752,215.6201,179.68265,22.638126,11.910104,943.1825,22.161448,39.85866,2.3568509
20.403044,21.379787,42.75386,22.682234,493.73044,446.89368,430.77652,30.081648,11.421334,951.7387,22.845552,41.90301,5.5876565
14.798159,12.170832,38.328808,23.389269,146.16858,47.082603,87.435455,23.05892,13.369822,954.13513,22.01685,41.74026,2.082494
25.751411,18.87465,41.978786,22.173883,259.9466,226.43417,206.94214,31.084518,11.187833,951.17664,22.46262,42.55486,6.0
22.853485,26.135704,39.644016,22.449211,310.1822,291.39267,255.4542,23.161295,10.748177,937.4914,22.435215,39.615093,4.8510685
28.988188,24.10544,41.753838,22.81787,388.1984,338.28,325.86804,26.701042,11.633924,952.24426,22.726433,41.20901,5.9992704
22.763432,24.31503,38.4242,21.906883,227.26427,250.36115,191.62419,23.005352,9.876,940.3724,22.262503,39.23726,4.8254356
28.682678,27.633846,42.15305,22.65812,489.8045,453.96753,442.01047,24.094639,12.360628,947.73114,22.847315,40.201168,1.0071604
26.459408,32.69614,38.774483,22.929344,189.51472,169.1186,158.21849,20.397139,13.528917,943.97894,22.528696,40.342793,2.8148549
22.784332,21.224077,37.740524,21.967592,195.8431,220.41798,165.37231,20.624308,11.080041,935.35516,22.193584,38.94122,4.4409904
29.439188,32.61279,38.207024,22.59169,227.52983,198.9469,191.26335,20.397165,12.35879,940.9137,22.433645,39.525402,3.0464869
29.285357,31.589,40.048008,23.137428,332.2507,295.54318,280.10077,23.420664,10.919367,947.9553,22.656357,39.753345,4.854905
18.200703,15.470932,37.11528,21.149288,275.77023,273.17493,237.78278,21.822784,11.019623,941.38983,22.089493,38.455856,3.402812
6.9204493,9.450872,41.499107,21.551743,83.98864,140.639,64.10906,37.368267,9.227916,968.95905,22.058521,46.564857,5.999997
27.732435,23.283705,40.952507,22.43385,214.49397,189.40208,168.65424,26.69808,10.226531,949.9852,22.368649,41.302486,6.0
26.015388,27.109783,41.038467,22.599905,405.23215,371.81937,348.37717,23.586731,11.314246,944.2612,22.704693,39.490227,2.6946683
25.10288,24.871006,39.72834,21.849998,397.95453,355.06284,337.81934,21.935534,11.041558,943.831,22.582052,38.66679,2.368487
28.29313,27.091354,40.682102,22.359207,472.55383,427.5739,410.12177,23.163185,10.817825,946.4913,22.635853,39.151115,2.8216462
12.740085,20.329336,35.607334,24.332376,62.088707,22.777472,37.116558,7.956146,27.19425,965.14056,21.429312,42.00694,0.97464377
24.027313,27.6842,39.5121,22.232624,301.66605,276.1962,262.05194,24.16166,12.07287,935.28467,22.713636,39.51481,1.000068
26.243689,27.2304,40.347256,21.772678,381.6835,344.71323,330.70734,22.477262,11.850746,942.17535,22.64297,39.275288,0.9898521
17.870674,36.490414,37.54856,20.490932,266.52655,214.1252,207.52718,27.176031,21.868122,942.99664,21.128336,40.065933,2.7967603e-22
28.528803,38.61959,40.70866,23.399002,265.4409,239.29268,229.48929,23.53342,12.099095,943.17737,22.727898,40.574825,1.995254
23.648325,31.965265,37.90138,22.91688,159.82762,138.27118,126.862076,17.548285,13.75415,949.6611,22.431421,39.646538,3.20581
32.521976,36.773098,41.77712,22.623571,391.0175,355.4338,348.46005,23.780806,11.616908,942.2945,22.841902,39.90724,0.9905945
8.981287,8.726165,40.484608,22.26592,107.16195,76.642746,74.17666,31.483536,7.600496,959.32465,21.98419,43.999794,4.9843736
14.440643,21.666876,37.077515,21.443903,202.83911,207.65305,158.37717,24.758326,16.539011,940.9041,21.27184,39.586544,9.63077e-11
21.428024,20.796797,40.04666,22.364353,258.26862,259.26794,214.26418,26.352201,10.355562,948.9962,22.458723,40.591934,5.9931917
28.875341,23.757391,40.12477,22.852226,310.2774,272.59137,253.82741,24.411213,11.141347,951.6462,22.43224,40.262928,5.999551
25.000298,32.907387,38.335686,22.952387,160.04922,117.060875,125.779564,18.012592,15.760102,943.3538,22.42812,39.832844,0.98343325
23.692307,28.700888,39.70336,23.095516,267.08627,254.44586,231.27599,23.694553,11.967716,943.73566,22.659647,39.970768,2.014559
41.412823,46.832466,41.137314,23.51792,396.0692,342.25006,341.35922,23.63038,11.56649,936.7711,22.928911,39.782055,2.8603926
10.127987,9.262588,42.53702,17.416702,798.84625,899.8194,676.33075,65.42877,11.891765,955.0389,20.89837,41.43878,6.0
18.591017,12.2387905,39.437138,23.060024,123.94294,35.622982,72.31943,23.539051,9.603389,944.1853,22.245825,42.601707,3.8099864
17.191284,18.953981,37.516865,21.731144,253.84247,268.18753,212.46376,24.124357,13.003101,938.91724,21.918232,38.80986,0.0045078294
24.1102,24.778936,41.03495,21.847477,433.9948,400.3558,380.50143,23.04821,11.755451,947.7564,22.61291,39.43851,1.0068046
18.935015,22.253141,37.506786,23.895863,121.70007,87.6463,86.626686,16.13488,16.537563,954.3953,22.074284,40.143528,1.9195747
24.55558,26.740038,38.955997,21.70426,310.39462,286.3097,273.02875,23.27906,11.793458,938.34045,22.590858,39.101196,1.0145507
25.055622,27.394674,40.50892,23.004326,355.30145,318.59323,298.9193,25.437206,11.307074,953.6655,22.63208,40.087013,5.187751
7.5860286,7.5715985,41.940304,22.423355,70.79898,65.26705,47.82396,37.96939,8.674413,972.6464,22.064741,47.758114,6.0
13.6196575,17.805029,39.455734,20.548456,608.19464,614.1765,553.2461,29.279762,18.382936,961.5658,21.23383,39.89866,1.0489509e-15
7.1421595,6.189532,35.769154,20.748093,109.67623,113.154076,85.113365,20.362453,14.945795,940.0983,21.39818,40.722588,2.735778
24.284315,30.419184,38.625885,22.190805,254.71535,227.70137,216.30124,21.978098,12.587194,938.80084,22.503805,39.11483,0.9871595
17.332144,20.5324,37.183674,22.996271,112.15661,78.72525,81.55775,15.489739,17.582516,946.86523,22.04606,40.254265,0.97849643
20.733831,19.139837,41.788116,23.122623,600.02423,581.2496,538.03455,26.1071,11.473755,958.8619,22.740068,40.119865,5.0639253
24.860178,27.475763,38.7944,21.794016,294.2069,268.13522,257.26624,23.390656,12.231766,936.6987,22.52739,39.07827,0.98827225
23.140388,32.144917,37.43532,23.60313,118.54664,88.44404,87.69998,14.95994,16.212711,950.57166,22.133387,40.35275,3.097588
27.07898,27.458374,38.05592,22.13451,230.83586,201.4074,189.67201,22.24396,10.78945,937.1254,22.301014,39.367107,3.2805448
21.276382,23.119238,38.970043,21.897709,294.8109,300.6455,250.52242,24.214104,10.298789,936.5093,22.296549,39.135094,4.873682
24.864355,27.66844,39.797596,22.46874,303.34564,278.87262,255.88295,23.099424,9.773601,952.6382,22.422981,39.738853,5.0868683
24.413311,27.050465,41.457954,22.867804,355.7601,332.9037,302.64224,27.575945,11.331876,934.7919,22.643847,40.351864,4.3468843
26.441774,28.727913,39.701923,22.322268,315.088,290.45328,276.57272,24.908028,12.347769,933.0368,22.69494,39.53166,1.0489156
19.22477,23.975048,37.925095,21.67989,286.8964,270.47278,236.81374,25.797834,14.457368,939.21387,21.849594,39.024113,9.271698e-08
30.93166,33.61992,39.27115,22.42654,347.96298,313.02985,297.94775,24.999466,11.316517,935.35706,22.489246,39.153816,0.55313843
25.890736,25.707869,38.953754,21.973816,356.25467,328.53632,304.7171,22.526094,11.28095,940.8368,22.566254,38.763573,2.3238335
29.125528,33.146336,39.147392,22.20836,316.76392,289.3521,276.88324,21.97969,10.602365,943.10706,22.54019,39.2281,3.865041
7.9196496,15.913776,35.734913,20.922253,108.858444,128.6941,76.08607,23.69736,24.544394,949.11395,20.44206,40.926792,7.51348e-19
18.145632,15.42291,40.515923,21.904816,520.6422,519.6107,460.25952,27.253012,11.030576,961.87177,22.310028,40.15528,5.979772
30.579145,30.946938,39.25465,22.522202,343.19876,309.436,297.0124,22.734007,11.246639,936.70496,22.753727,39.190384,2.7025235
17.19577,17.387005,41.46125,21.89558,573.5405,567.9846,516.19946,29.339941,9.776834,957.5825,22.585142,40.48529,5.621978
8.249157,3.9833786,37.88674,22.448166,101.9388,20.79234,53.05014,27.17701,11.424217,953.6273,21.546711,44.427395,2.1918807
24.104433,25.257063,42.45497,23.679296,781.2156,792.31775,706.8484,33.764748,9.501881,959.2317,23.187574,39.80162,2.3684313
20.284292,21.205677,38.984753,21.571545,325.0517,294.4314,282.09558,22.006529,12.068333,942.63324,22.597542,39.028282,0.9669348
27.642303,25.742277,38.789864,22.099094,339.7718,306.42578,290.91394,22.695618,10.696489,937.76434,22.492125,38.960636,3.1587195
23.71458,25.065027,37.777008,21.800205,319.61462,294.08557,272.68262,21.681416,11.350669,940.3964,22.317862,38.25931,2.7630115
22.455654,26.0459,40.130512,21.799644,470.87122,441.2497,411.5011,26.848942,15.927564,947.9599,21.923605,39.650417,7.8323636e-10
11.128642,18.478971,38.387318,19.96559,509.6303,489.04993,445.7438,31.62161,25.933136,965.9991,20.594658,41.068974,1.1414366e-27
23.702665,17.991457,41.750454,23.176422,162.29022,141.13017,122.07711,29.36724,9.989263,963.0824,22.178143,43.51815,6.0
15.718363,12.5401,43.815212,20.680285,744.6438,773.89246,650.7835,48.77074,11.130985,954.3313,22.22596,42.540672,6.0
40.74166,47.551567,40.6571,23.382473,366.18823,315.43546,317.42453,23.152481,11.377996,938.66516,22.928448,39.830364,2.958157
26.939661,35.94445,39.984432,23.523827,268.1885,224.46825,222.639,24.502808,11.898935,941.98346,22.74257,39.973534,2.0386083
29.731607,31.244774,39.61785,22.293005,343.58984,311.20618,296.62085,22.936174,11.735244,940.12396,22.723831,39.126217,1.4941912
32.27344,38.36836,39.870403,22.846752,331.23172,293.41837,282.71692,23.665825,10.40308,938.6614,22.655458,39.414173,3.7011516
17.83154,20.852076,38.41229,24.12273,127.54071,61.272385,83.65928,19.350481,14.91276,956.90796,22.175331,41.322517,2.0589218
28.15551,36.07372,39.33652,22.669823,254.85252,213.00128,217.69005,22.58317,13.066205,936.71136,22.5693,39.482883,0.99135387
31.515755,30.76841,40.783234,23.052286,403.75214,360.17154,347.40918,24.503315,10.885556,943.55334,22.742811,39.52574,4.291344
17.618958,19.527887,38.973392,22.825178,266.9557,274.0165,227.92914,24.46623,11.693491,942.0191,22.428856,39.534607,1.9717165
13.432162,12.079949,37.81183,21.775496,194.49068,164.76846,152.00426,23.878609,11.909952,942.77795,21.975855,40.206413,2.3052433
29.013977,26.564672,38.67472,22.578032,240.20918,152.632,181.6673,22.915003,10.537751,939.1097,22.434763,40.108788,3.0018117
15.518005,15.137562,40.644302,22.397858,175.73288,176.66676,139.35913,27.242651,9.426263,959.0086,22.44301,41.883324,5.785573
11.803188,7.3594246,40.23561,22.926695,114.67975,34.7506,66.45364,29.83132,8.125773,949.86035,22.078236,43.79477,4.887602
26.58214,22.776403,39.113537,22.047033,267.57968,247.28218,219.27992,24.105143,10.140153,954.5712,22.172113,39.91063,5.999964
12.141566,27.154085,36.966663,19.88159,240.61761,204.95262,181.85915,29.453049,29.379047,945.9598,20.425934,40.536255,4.6753364e-30
33.813046,37.10579,42.901775,23.488375,464.89832,426.17114,413.3009,24.71933,11.693565,947.3892,23.004168,40.68102,1.706445
15.467008,17.896639,38.19023,23.386385,176.26468,148.08841,137.05405,21.711243,14.529832,951.5115,22.27083,39.97772,2.024074
7.6409435,7.097699,41.11105,22.687166,87.103584,77.733765,61.21914,37.792503,8.93124,962.29767,22.23042,46.181816,5.9997025
32.911457,41.42944,40.42808,23.23422,315.8292,270.44238,275.0201,23.808798,12.082944,940.029,22.857635,40.26842,2.3455055
17.315863,20.271967,40.21428,22.127207,204.73666,260.62814,177.2413,27.504951,10.102488,949.5156,22.483349,41.47235,5.1492662
24.643215,22.265448,42.484833,22.65146,611.54987,590.33466,543.4935,27.067114,10.3508835,957.89374,22.843258,40.07336,1.3012216
25.655085,14.4566765,41.0495,22.470263,339.8716,318.80566,275.1235,30.948841,12.712619,953.5585,22.260403,43.020264,6.0
5.021252,6.081334,38.26233,15.287406,840.5755,862.22284,707.274,40.722557,36.46974,981.1797,18.319958,40.907593,8.1165264e-38
28.89542,29.243061,40.1647,22.475178,415.199,370.80655,354.71005,23.1548,11.343657,941.15656,22.657154,39.06101,3.3018842
20.729687,28.894167,37.990166,23.271542,126.1114,85.12618,91.929855,15.897714,17.218124,946.9497,22.25867,40.163322,0.98985314
14.622373,14.817772,39.990726,22.046738,110.47901,132.00177,85.72388,28.225704,9.676591,964.1178,22.188261,42.94114,6.0
27.39687,28.58587,41.106304,22.061626,438.2454,396.36465,389.4226,23.886465,12.278426,943.388,22.703903,39.671455,1.0256512
8.878576,5.9554644,37.476902,23.206982,107.646416,30.803623,60.374447,25.253738,13.234569,956.1746,21.636095,42.497105,2.1235776
16.854876,17.664951,38.753387,22.261599,241.17105,214.72833,198.60716,23.724012,11.449422,947.5162,22.321987,39.799164,1.9722025
21.17735,30.19618,38.98563,24.37809,128.72112,83.49716,92.15175,17.802471,15.614851,955.2015,22.422707,41.08457,2.0468144
14.640927,28.693056,37.19418,20.133274,257.11786,221.59302,201.61398,27.862423,23.740602,941.6807,20.866684,39.986256,9.1380535e-24
28.552036,28.563696,39.825954,22.167366,414.43643,373.22232,356.0928,23.036314,10.587921,941.14746,22.491308,38.77308,3.1651876
8.237478,15.735887,35.929016,18.3648,338.09915,321.6081,269.7867,31.068798,32.463745,964.5238,19.643742,40.31011,1.2158877e-34
23.330206,24.973604,38.438625,21.7195,292.8624,274.20175,257.02237,23.35939,11.79072,936.79767,22.476961,38.755733,0.9726106
18.154837,27.937885,38.503826,20.189816,369.62823,338.0167,313.24026,25.698544,19.833897,950.1076,21.24302,39.1543,1.1937323e-17
17.429996,13.132814,37.507362,22.932816,161.1749,75.12399,106.58196,22.871275,12.295809,945.8457,22.09576,40.680202,2.7776952
13.363422,18.028475,39.075775,24.075764,120.70974,86.57821,87.39432,19.14285,16.09399,953.61334,22.346937,41.630272,2.2048965
27.730915,33.472366,39.035133,22.537714,221.55038,232.97194,186.91219,21.523226,10.111694,939.16345,22.380098,39.67183,3.5272198
15.452258,17.183098,38.11511,22.035501,117.06208,172.54594,97.24352,20.722492,13.193469,942.583,22.067286,40.804092,4.8371587
22.706717,21.494928,40.25253,22.507658,339.91733,305.04114,283.54428,25.015612,10.072279,951.1714,22.384075,40.27876,5.8693495
37.4294,39.423363,40.042084,23.038273,386.94724,337.5087,329.69482,23.340313,11.080548,934.868,22.778433,39.172268,3.050206
22.016655,27.305845,37.99472,23.09853,147.72586,117.04141,111.145905,17.844301,15.877163,941.5418,22.289366,39.776775,1.0067654
17.69046,19.095644,39.50676,22.050356,204.11137,250.1212,173.51976,26.90077,9.566268,952.75433,22.369339,40.733624,5.617597
25.851362,26.95361,39.272728,21.588367,348.74796,322.72968,304.19153,23.585379,12.234382,939.1417,22.537073,38.917873,0.21442236
29.669107,21.172768,40.708786,22.485731,308.1063,262.28247,247.3725,27.180958,11.920752,950.5133,22.355818,41.83554,6.0
32.545803,33.944244,39.794865,23.05598,351.4296,310.8367,298.02252,23.56824,10.757339,939.96857,22.703533,39.251587,4.057637
35.184933,36.578186,41.528645,23.199286,485.25797,440.48898,429.58112,22.951595,10.589279,945.3986,22.84014,39.792248,2.3988423
19.271383,18.03179,40.97807,21.99331,240.81242,229.4565,197.2891,28.294468,9.729415,944.1605,22.426743,41.647377,5.9971237
9.093693,9.638113,34.926197,23.864544,64.037926,20.58569,37.147507,10.802757,23.37672,963.0519,21.140808,41.939648,1.0757493
22.784609,25.437937,40.118553,22.233206,294.94003,287.67056,248.82745,26.228283,10.099375,950.56213,22.49683,40.40632,5.6467648
27.169102,30.229137,38.665073,22.016283,279.5258,280.70392,242.10455,22.489426,10.886393,933.41144,22.433857,39.263226,3.9732823
26.796574,23.045109,41.06352,22.723162,348.48108,309.89346,290.1196,27.118729,11.120098,949.8003,22.5667,40.9736,5.9997654
28.081566,27.787872,39.86909,22.8962,339.3245,302.6856,284.89755,23.219131,10.689663,943.3707,22.638546,39.523876,4.524066
9.725958,10.614622,36.73482,23.771112,95.047104,57.556767,62.105324,16.558962,18.064066,958.3326,21.754644,40.935265,2.0207183
20.08227,24.642834,38.04131,23.031218,180.19894,179.49617,138.93878,23.108135,14.694392,935.2451,21.948908,39.931145,3.0990268e-05
20.5981,24.75884,37.53189,22.29402,203.17337,183.2643,160.40976,20.626455,14.126716,938.41504,22.17978,38.994045,0.2558181
34.66425,35.131245,39.084835,22.619587,338.66595,302.60144,293.81296,22.141432,10.898994,937.5599,22.681473,39.039738,2.950309
13.496529,16.551744,38.295776,22.497883,182.17189,214.14713,149.54826,23.015951,12.771824,943.8104,22.083963,39.961384,2.0011048
25.961573,33.193848,40.44912,23.469168,276.53763,263.02426,241.0232,24.696445,11.740888,942.8446,22.76851,40.086296,1.9973428
30.885368,32.33617,39.90872,22.600826,424.78833,379.06796,366.87796,23.819454,10.935534,938.4381,22.60654,38.988037,3.565356
29.169516,31.891047,40.000233,22.547482,377.8829,339.63458,321.59467,22.897188,11.491622,940.2891,22.793114,39.198822,2.255725
26.65387,33.305416,37.845085,22.311451,274.29794,248.72745,231.17462,20.682713,11.500371,941.77783,22.370153,38.39514,2.6111808
10.339239,8.710881,37.062523,22.422918,135.6927,75.97881,90.49296,23.354898,13.354455,953.31793,21.69446,40.95845,2.059831
19.86274,18.007408,40.98281,21.595545,446.66373,418.56512,391.78217,22.421394,11.634214,950.0407,22.54509,39.33633,0.9824667
19.998322,18.933588,38.65984,21.448122,321.4031,311.34073,283.37677,22.430443,11.460988,940.33026,22.560143,38.689285,1.0137949
28.543732,29.57421,39.284077,22.656425,323.45047,297.5523,276.97437,22.418203,10.720511,945.0084,22.518154,39.174316,4.4881253
20.990047,20.280182,40.055676,22.908943,194.4177,133.69823,140.99513,25.941265,9.174833,945.2781,22.412186,41.4758,4.5239053
17.460627,23.651747,37.051876,23.807196,107.360405,77.104195,72.99855,15.596174,18.607613,945.6583,22.000282,40.247463,0.19608808
28.190517,30.309507,40.414074,22.70482,367.9982,326.8813,310.66367,23.690386,10.6068125,942.62384,22.64232,39.456924,4.578194
26.895437,22.827248,39.029716,23.324507,185.56989,112.42621,135.55261,22.667875,11.024168,942.02386,22.486168,40.62997,3.503458
26.813438,29.946608,39.769783,21.859953,322.23557,287.98822,285.1223,23.296974,12.110516,938.792,22.684956,39.568295,1.0384396
