arrivalGateDelayMinutes,departureGateDelayMinutes,arrivalRunwayDelayMinutes,departureRunwayDelayMinutes,scheduledBlockMinutes,blockMinutes,airMinutes,taxiOutMinutes,taxiInMinutes,scheduledAirMinutes,scheduledTaxiOutMinutes,scheduledTaxiInMinutes,DayOfWeek
0.010157099,0.014447037,0.19148487,0.12656774,0.077360444,0.07953559,0.066287965,0.10246685,0.122921474,0.8145482,0.2210586,0.2973773,0.16438419
0.01016817,0.009356407,0.19981027,0.11755272,0.2518752,0.2551194,0.23420508,0.13033131,0.087654024,0.81198835,0.22823738,0.2934176,0.16373667
0.013214214,0.013245974,0.20407085,0.12298353,0.27280584,0.25960398,0.2439472,0.1416286,0.08246146,0.8162796,0.22884741,0.29830775,0.7800051
0.0128539065,0.011719932,0.18875706,0.122127436,0.14473087,0.12773079,0.1230988,0.12452368,0.088848025,0.8100213,0.22150841,0.29072636,0.523425
0.010403978,0.011044523,0.19930479,0.11868792,0.23102604,0.24464962,0.21911977,0.1380185,0.08947785,0.8062116,0.22876261,0.2928668,0.16568896
0.008033959,0.012453634,0.18642722,0.112231985,0.1768784,0.18841878,0.15174645,0.15334074,0.14027697,0.80980223,0.20241867,0.29184827,1.932792e-16
0.013514852,0.015735382,0.205514,0.12623316,0.23708645,0.23827215,0.21322818,0.13952462,0.081652336,0.81492215,0.2287347,0.30052683,0.80942804
0.011798501,0.009103854,0.19218744,0.1246561,0.12526882,0.06921513,0.09313901,0.1349477,0.088031165,0.8110118,0.22268717,0.30059752,0.50221795
0.0125530865,0.0172004,0.1972662,0.124412216,0.13615198,0.12326923,0.123682275,0.11747516,0.11238577,0.8093801,0.22584072,0.29651824,0.16478445
0.012879925,0.013363759,0.20935535,0.12277322,0.41526008,0.4148727,0.38939893,0.15712784,0.10327183,0.82130164,0.2258874,0.29766133,0.0005939218
0.012948295,0.014020135,0.19492275,0.12398889,0.17883372,0.16645816,0.16015857,0.120287836,0.10032086,0.8135618,0.2267135,0.29505464,0.35217172
0.015952047,0.016606668,0.20450065,0.12746844,0.25903308,0.24911828,0.23154156,0.14035022,0.082456894,0.8123116,0.23041834,0.29742104,0.76678526
0.0037523787,0.01288901,0.17362584,0.09687422,0.11581445,0.13083376,0.09400565,0.17671257,0.23270571,0.8258496,0.1707536,0.29208228,4.199796e-37
0.017004827,0.018753983,0.20276494,0.1228616,0.27702793,0.2642543,0.2540977,0.13599429,0.08555238,0.80516666,0.22930804,0.29418868,0.49347946
0.010186164,0.011839641,0.1919793,0.119105875,0.1699214,0.17433706,0.15496866,0.12523076,0.09841718,0.8086151,0.2229765,0.29016522,0.16300368
0.017065573,0.01779812,0.21384336,0.13063478,0.372558,0.34820732,0.3415574,0.15539995,0.09137838,0.80572677,0.23601612,0.30017364,0.60550785
0.014717449,0.018881882,0.19845727,0.120473675,0.20409055,0.19254941,0.18684265,0.13582419,0.092076264,0.8053576,0.22698212,0.29579553,0.1664283
0.0037698417,0.0018425339,0.19493325,0.12553744,0.038735595,0.0057846215,0.018137446,0.1636927,0.08949998,0.8298867,0.21047156,0.33260593,0.35197124
0.0074553625,0.0072301314,0.19472075,0.11635113,0.19730638,0.22218253,0.18898396,0.13600025,0.08457014,0.8179873,0.22030699,0.29496148,0.3367346
0.007622227,0.00923016,0.21215764,0.12361272,0.6230282,0.6594736,0.58794343,0.23647353,0.060777783,0.83185333,0.23369706,0.30737248,0.80639935
0.01203641,0.01085645,0.20879903,0.12245188,0.35658088,0.35304967,0.3258959,0.1348421,0.08817578,0.8195609,0.22894014,0.295348,0.3298732
0.0174034,0.0170872,0.21791549,0.13012093,0.6486495,0.6475712,0.60033053,0.2027978,0.06955326,0.8279705,0.23865281,0.30498704,0.3676178
0.0087250415,0.0055257734,0.19285433,0.12944205,0.063728645,0.01885225,0.03719408,0.13614172,0.09606622,0.81684697,0.2196514,0.31442365,0.50920576
0.010611552,0.009130692,0.21357769,0.119634755,0.4097206,0.4124492,0.37828305,0.18858585,0.08835375,0.81450444,0.22800806,0.31116077,1.0
0.012243628,0.012383575,0.19049461,0.117867745,0.13555531,0.191434,0.13411929,0.1213031,0.0921709,0.79406923,0.2214865,0.29267302,0.6424689
0.015023199,0.015493141,0.21710745,0.128989,0.4825945,0.46892172,0.44997042,0.15137796,0.090460755,0.81627685,0.23545009,0.30039385,0.44012222
0.011363423,0.010647738,0.20120725,0.12028727,0.28490916,0.2802373,0.25641572,0.13292526,0.08813646,0.8153514,0.22706918,0.29288688,0.56486225
0.012627719,0.01130452,0.19818236,0.120967686,0.259117,0.25839853,0.23449846,0.13473678,0.0869586,0.8107583,0.22862422,0.2913647,0.58021986
0.0137066655,0.010667568,0.20692551,0.12331189,0.103389986,0.123675056,0.08725227,0.15485047,0.08071495,0.8404804,0.22154233,0.32065415,1.0
0.012679189,0.014308205,0.19688496,0.12031501,0.19919789,0.18474205,0.18486285,0.13818952,0.09669809,0.8028107,0.22630107,0.2927503,0.16433415
0.011184315,0.012094197,0.19635601,0.119943194,0.22090892,0.2296573,0.20611928,0.1380706,0.08938456,0.8071194,0.22767636,0.2911773,0.21330518
0.009774078,0.009217598,0.18702783,0.11974023,0.13616486,0.16745804,0.12508415,0.12229432,0.09874203,0.8056941,0.21926682,0.28879917,0.63436496
0.011676947,0.016274163,0.19182946,0.116112925,0.21227843,0.21452573,0.18824151,0.15183158,0.12352204,0.8072516,0.21156804,0.29237112,6.385341e-13
0.008152543,0.008787188,0.19507843,0.120813064,0.13716117,0.17001703,0.1302316,0.1339534,0.09161618,0.8111022,0.22111724,0.29968917,0.39280847
0.010448596,0.011004205,0.2186066,0.124610536,0.38384116,0.3660116,0.3516548,0.17799792,0.08785642,0.82300234,0.2335555,0.31506023,0.9312761
0.0074303495,0.0060317665,0.19543879,0.12867396,0.07976255,0.027188648,0.048884884,0.13644332,0.10284478,0.8263354,0.21848816,0.31383654,0.34708235
0.013328709,0.009651539,0.21454863,0.121688984,0.17930585,0.1791815,0.15426996,0.18393207,0.086060256,0.8222206,0.22659308,0.31996134,1.0
0.011768167,0.013572195,0.20232469,0.12327133,0.22325651,0.23423108,0.19704954,0.13704908,0.08267828,0.80318695,0.22609483,0.29785785,0.8085114
0.015071722,0.0124759395,0.21337089,0.12539005,0.29151216,0.2739661,0.2591429,0.15799433,0.08949172,0.82370543,0.23138969,0.3098422,0.9998784
0.011719672,0.012589109,0.19593821,0.12015449,0.1507124,0.1994586,0.14076206,0.13612634,0.075969234,0.80719376,0.2229546,0.29501697,0.8042393
0.014907205,0.0143811265,0.215461,0.12447194,0.3804064,0.3720064,0.36156127,0.14257182,0.095081754,0.8174285,0.23358755,0.30226442,0.16786006
0.013709967,0.017114546,0.19777218,0.12603071,0.11768567,0.13060899,0.111303784,0.12069313,0.10406859,0.8122099,0.22779447,0.30332926,0.46914247
0.011730928,0.010920128,0.19235876,0.12050341,0.12322231,0.17408304,0.117612265,0.12203733,0.08523108,0.8002157,0.22170153,0.29279113,0.74016505
0.015314586,0.01706954,0.19480118,0.12409017,0.15094474,0.1558872,0.14044386,0.12069328,0.09506762,0.8079467,0.22606626,0.29718348,0.5077478
0.015231747,0.01651674,0.20443983,0.1272266,0.24256405,0.23774846,0.21878374,0.13858381,0.083995126,0.8177404,0.23011556,0.29889733,0.8091509
0.00926263,0.007813678,0.18908525,0.11580051,0.19314982,0.2187923,0.18146628,0.1291289,0.08476633,0.80860895,0.21980898,0.28914177,0.56713533
0.0031881793,0.004563106,0.21203722,0.118113466,0.025361886,0.10647374,0.028314874,0.22111401,0.07098397,0.8469527,0.21924587,0.35011172,0.9999995
0.014395496,0.012032238,0.20917544,0.123183034,0.1395398,0.14779837,0.120506376,0.1579768,0.07866562,0.82056355,0.22488451,0.310545,1.0
0.013470861,0.014098155,0.20962548,0.12413738,0.30641484,0.3023893,0.2789922,0.13956645,0.08703266,0.8126026,0.2309944,0.296919,0.44911137
0.012979473,0.012889313,0.20276618,0.119827576,0.30004773,0.28818884,0.26968196,0.12979606,0.08493506,0.8120041,0.22876461,0.29072773,0.3947478
0.014697432,0.014088204,0.20775971,0.12275406,0.36531395,0.3496389,0.33344072,0.13706027,0.083214045,0.8157041,0.22974278,0.29436928,0.4702744
0.0063220705,0.010437007,0.18119024,0.13409412,0.0062018414,0.006591077,0.0045119557,0.047077786,0.20918654,0.8416419,0.20780568,0.31584165,0.16244063
0.012400276,0.0144083155,0.20163403,0.12202657,0.21580583,0.22135271,0.20286767,0.1429684,0.09286823,0.8001178,0.23115705,0.29710382,0.16667798
0.013593801,0.014163283,0.20600659,0.119383216,0.28581235,0.279418,0.26341036,0.13300155,0.09115958,0.8097015,0.22987218,0.29530293,0.16497535
0.009084908,0.01916329,0.19135372,0.11201686,0.1850626,0.16875017,0.15478586,0.16080491,0.16821632,0.8108437,0.20233339,0.30124763,4.661267e-23
0.014824342,0.020312954,0.20789875,0.1287299,0.18411276,0.19007854,0.1741528,0.13925101,0.09306996,0.811095,0.23141631,0.3050739,0.33254233
0.01219619,0.016719906,0.19320093,0.12595908,0.091712706,0.1044671,0.08365262,0.10383601,0.10580116,0.82011276,0.22602583,0.29809427,0.5343017
0.016974676,0.019315928,0.21349278,0.124273404,0.29397857,0.28850323,0.2790653,0.14071482,0.08936083,0.8098672,0.23348914,0.30005446,0.16509908
0.004297947,0.004171795,0.2067257,0.12221794,0.045636,0.052239615,0.03719282,0.18629311,0.058465354,0.83355296,0.21789435,0.3308255,0.83072895
0.0072378265,0.011159221,0.1888875,0.1174937,0.12934306,0.16326529,0.1114437,0.14649896,0.12722316,0.80793333,0.20494254,0.29764318,1.6051284e-11
0.011000552,0.010689415,0.20443279,0.122783646,0.1778378,0.20700674,0.16072679,0.15593019,0.07965817,0.819188,0.22652224,0.3052025,0.99886525
0.015010954,0.012288008,0.20484175,0.12558751,0.22333983,0.21829778,0.195615,0.14444505,0.085702665,0.8228736,0.22604072,0.30272877,0.99992514
0.012924232,0.01722861,0.1954748,0.12616314,0.091906585,0.08649226,0.08269803,0.10658339,0.121231556,0.81134045,0.2259658,0.29949507,0.16390555
0.012219874,0.014957283,0.2026354,0.12698573,0.18555231,0.20292021,0.17572838,0.14020446,0.09205936,0.8118715,0.23017542,0.3005321,0.33575985
0.021762423,0.024747552,0.21014301,0.12941334,0.29839826,0.27733058,0.27280354,0.13982473,0.088973,0.80218506,0.2350711,0.29911318,0.47673208
0.004915448,0.0044614407,0.21747133,0.09434887,0.6507841,0.74984694,0.5681929,0.3871525,0.091475114,0.8275923,0.19815218,0.31156978,1.0
0.009472814,0.0060684616,0.20124157,0.12678175,0.06031753,0.017477103,0.03555505,0.13928433,0.07387222,0.81249696,0.22265136,0.3203136,0.6349977
0.008719055,0.009694375,0.19118777,0.11914451,0.17396542,0.21456571,0.15913911,0.14274767,0.10002386,0.80517,0.21669514,0.29180345,0.0007513049
0.0124449115,0.012839599,0.20960708,0.11981308,0.33157903,0.32657272,0.3073205,0.13637994,0.09042655,0.8174637,0.22932564,0.29653016,0.16780077
0.009658059,0.011475778,0.191135,0.13158542,0.058355276,0.061564665,0.048171684,0.09547266,0.12721203,0.8266973,0.21953243,0.30183104,0.31992912
0.012684749,0.013898509,0.19872251,0.118990004,0.22344236,0.22992347,0.21254739,0.13774592,0.09071891,0.80436784,0.2289247,0.29399395,0.16909179
0.012954024,0.014251985,0.20685297,0.12646164,0.26273093,0.2572824,0.23537858,0.15051602,0.08697749,0.8256822,0.2296742,0.30140612,0.8646251
0.003546596,0.0035483795,0.21434714,0.12312274,0.013822379,0.042599197,0.0139541095,0.22467096,0.06672625,0.85208124,0.21935894,0.35908356,1.0
0.006795723,0.00907399,0.20133893,0.11234745,0.48398477,0.5077767,0.45965266,0.17325303,0.1414072,0.83667004,0.20425144,0.2999899,1.7482515e-16
0.003307571,0.002802123,0.18203746,0.11349479,0.047835723,0.08318142,0.046837177,0.12048789,0.11496765,0.80681264,0.20723964,0.30618486,0.45596302
0.012538672,0.015885089,0.19699417,0.12178623,0.1747291,0.1802554,0.16252314,0.13004792,0.09682457,0.8050081,0.22734194,0.29409647,0.16452658
0.0087949075,0.010546653,0.18944332,0.12641536,0.05000578,0.054004446,0.043701712,0.09165526,0.13525012,0.8162243,0.21901926,0.30266365,0.16308273
0.010626727,0.009794729,0.21355034,0.12714152,0.47683656,0.47987255,0.44623858,0.15447988,0.08825965,0.8329094,0.23163761,0.30165312,0.8439875
0.012848777,0.014295769,0.19787644,0.11950584,0.2092799,0.21452136,0.19864745,0.13840625,0.09409051,0.8020845,0.22777072,0.29382157,0.16471204
0.011922665,0.01681691,0.19076085,0.12990305,0.055596363,0.062240705,0.04911815,0.088520356,0.12471316,0.82137924,0.22060703,0.30340412,0.5162647
0.014043608,0.014286379,0.19401006,0.121462695,0.15383716,0.15797237,0.13904057,0.13162106,0.082995765,0.80267787,0.22365479,0.2959933,0.54675746
0.010918892,0.011943433,0.19879603,0.12010177,0.20980832,0.24207245,0.19270054,0.14327872,0.07922146,0.8018209,0.22357364,0.29424882,0.8122803
0.012851026,0.014399806,0.20312877,0.12338357,0.21727528,0.22362086,0.19742765,0.13668299,0.075181544,0.8242534,0.22587241,0.29878837,0.84781134
0.012608138,0.014066126,0.21182175,0.12567703,0.2631322,0.26940992,0.23866159,0.16317128,0.08716828,0.79943234,0.22988811,0.30339748,0.7244807
0.013700471,0.014971876,0.20262788,0.12254176,0.22754857,0.23343499,0.2156726,0.14738478,0.09498284,0.7969914,0.2308171,0.2972305,0.17481928
0.009814093,0.012405533,0.19332512,0.11884995,0.20288397,0.21650235,0.18061176,0.15264991,0.111210525,0.8055825,0.21544717,0.29341438,1.545283e-08
0.016118286,0.017613348,0.20037252,0.12314103,0.25631058,0.25256768,0.23452184,0.14792584,0.08705013,0.80021834,0.22707719,0.2943896,0.09218974
0.013403735,0.013341182,0.19871075,0.120539166,0.26356488,0.26570874,0.24049126,0.1332905,0.08677653,0.80783975,0.22847734,0.29145545,0.38730556
0.01514568,0.017357633,0.19972457,0.12188713,0.2290148,0.23250179,0.21594642,0.13005733,0.08155665,0.8109973,0.22800344,0.29494813,0.6441735
0.003726252,0.008052795,0.18185818,0.11449571,0.04712025,0.09635093,0.0388766,0.14022106,0.18880303,0.81935185,0.18985564,0.30772024,1.2522466e-19
0.009232974,0.007787748,0.20688964,0.120142624,0.40738603,0.42763624,0.3776539,0.16126043,0.08485058,0.8370957,0.22381869,0.3019194,0.9966287
0.015928457,0.016170053,0.20028614,0.123690814,0.2521424,0.24952205,0.233697,0.13452075,0.08651261,0.802093,0.23188595,0.29466453,0.4504206
0.008721471,0.008848275,0.21183902,0.12008954,0.45366624,0.46863103,0.42698365,0.17360912,0.075206414,0.83113,0.22882077,0.30440068,0.93699634
0.0039036924,0.0016108956,0.19312431,0.123265326,0.04106631,0.0049087633,0.018562734,0.16081071,0.08787859,0.825629,0.20994021,0.33404055,0.36531347
0.012441806,0.013097767,0.21704175,0.13034078,0.63535917,0.65874386,0.5951044,0.1997914,0.07309139,0.83342373,0.2397741,0.29926032,0.39473855
0.010384648,0.0109101925,0.19887306,0.11822727,0.2362657,0.23680626,0.22054283,0.13021615,0.092833325,0.81033826,0.2290462,0.29344574,0.1611558
0.014346959,0.013359761,0.19785269,0.12125916,0.24914415,0.246971,0.22831915,0.1342936,0.08228069,0.80356646,0.22712953,0.2929371,0.52645326
0.012231869,0.012994075,0.19254978,0.1195414,0.23150884,0.23651318,0.21224216,0.1282924,0.08731284,0.8072273,0.22396111,0.287664,0.4605019
0.011553934,0.013523704,0.2048718,0.11953818,0.36384183,0.36122856,0.33465707,0.15886948,0.122519724,0.81774664,0.21679284,0.29812345,1.305394e-10
0.0054543037,0.00943789,0.19574513,0.10899764,0.3977518,0.40173724,0.36485344,0.18711013,0.19948566,0.84283596,0.19263014,0.30878928,1.9023942e-28
0.012225453,0.009174653,0.21335317,0.1274507,0.09386721,0.10688997,0.079433076,0.17377065,0.07684048,0.83877933,0.22142076,0.32720414,1.0
0.007925882,0.0062311557,0.22416343,0.11310509,0.60336286,0.64312917,0.5456645,0.28858426,0.08562297,0.82660824,0.2222902,0.31985468,1.0
0.021401001,0.025135836,0.2076288,0.1286349,0.2722557,0.25460634,0.25169712,0.13699692,0.08752305,0.80481935,0.23506269,0.29947641,0.4930262
0.013968584,0.018868495,0.20410697,0.12944728,0.18651663,0.17751546,0.168112,0.14498703,0.09153027,0.8094346,0.23168312,0.30055287,0.33976805
0.015472055,0.016330872,0.20218772,0.122373596,0.25248456,0.2510222,0.23335172,0.135717,0.09027111,0.80684835,0.23134238,0.2941821,0.24903186
0.01684084,0.0201773,0.20350997,0.12555605,0.24167253,0.23594777,0.22109076,0.14003447,0.08002369,0.80481416,0.23009923,0.29634717,0.6168586
0.009063834,0.010719263,0.19587585,0.13288926,0.063465185,0.039213885,0.045554917,0.11449989,0.114713535,0.8301919,0.22136965,0.31069562,0.34315363
0.0146233225,0.018938294,0.20071478,0.124539204,0.17484911,0.1677977,0.16374783,0.13362822,0.10050927,0.80210197,0.2285327,0.2968638,0.16522564
0.016432824,0.016073655,0.20828919,0.12673728,0.30512,0.29251826,0.2781386,0.14499003,0.08373505,0.811618,0.23168747,0.29718602,0.715224
0.008949358,0.010004259,0.19881357,0.12543206,0.18543807,0.2195055,0.17277701,0.14477059,0.08994993,0.8094842,0.2259792,0.29725268,0.32861942
0.0066947564,0.005982694,0.1927321,0.1193994,0.122039095,0.12692243,0.10582387,0.14129354,0.091615014,0.8105395,0.21774282,0.30230385,0.38420722
0.01508561,0.013803819,0.19724986,0.12401167,0.16203779,0.11663729,0.13198173,0.13559173,0.08105963,0.80543756,0.22608659,0.30156982,0.50030196
0.007817989,0.007633673,0.20756179,0.1229762,0.10562807,0.13700573,0.094672956,0.16119912,0.07250971,0.8331135,0.22623655,0.3149122,0.9642621
0.005817549,0.0034338145,0.20542204,0.12601548,0.05221325,0.016737796,0.030382404,0.17651668,0.06250595,0.82038987,0.21960428,0.32928398,0.81460035
0.013776058,0.011758317,0.19954732,0.12095996,0.18598399,0.1968493,0.16514984,0.14263397,0.07800118,0.8269419,0.22131115,0.3000799,0.99999404
0.0059997668,0.014122076,0.18830715,0.10851489,0.16239512,0.1609768,0.13215092,0.1742784,0.22599268,0.81496495,0.18956244,0.30478388,7.7922274e-31
0.017669922,0.019495567,0.21938103,0.12924354,0.3586162,0.34845012,0.3362442,0.14626822,0.0899505,0.816953,0.2364394,0.30587232,0.2844075
0.007790526,0.009123456,0.19471326,0.12865739,0.106093325,0.11278679,0.09264025,0.12846889,0.11176794,0.8226863,0.223106,0.30058435,0.33734566
0.0035761679,0.0032924942,0.2100055,0.124638885,0.028087126,0.05316421,0.025766434,0.22362427,0.06870185,0.837688,0.22237127,0.3472317,0.9999504
0.017184414,0.02183015,0.20642975,0.12778288,0.22819704,0.2164766,0.21430343,0.14088047,0.092945725,0.8067162,0.2337752,0.30277008,0.39091757
0.008786141,0.01040603,0.20531037,0.12142072,0.13100322,0.20815943,0.12807874,0.1627512,0.07771144,0.81991047,0.22696996,0.31182218,0.85821104
0.012731941,0.011482423,0.21719809,0.12443368,0.48692027,0.48757172,0.45105252,0.16016044,0.07962218,0.83156294,0.23351379,0.30130348,0.21687028
0.013276836,0.007266024,0.20968324,0.123392306,0.2492315,0.25746244,0.21439461,0.18312924,0.09778938,0.82553333,0.22291644,0.32346064,1.0
0.002165456,0.002743701,0.19509073,0.08211153,0.68729264,0.71798545,0.5954797,0.24096188,0.28053647,0.8639495,0.15127194,0.30757588,1.3527544e-38
0.015021767,0.015250033,0.20505078,0.12342056,0.31513473,0.301531,0.28457677,0.13701065,0.0872589,0.8082844,0.23013009,0.29369178,0.550314
0.010624495,0.015061646,0.19366579,0.12799737,0.0622147,0.059428968,0.052848194,0.09406931,0.13244711,0.8163417,0.22288494,0.30197987,0.16497552
0.0073356875,0.0074610002,0.20413993,0.12095827,0.048538066,0.09915403,0.047375552,0.167016,0.074435316,0.8402194,0.22160473,0.3228657,1.0
0.014214792,0.014895178,0.20998065,0.12104382,0.33529782,0.3231904,0.31518748,0.14134003,0.09444943,0.811388,0.23098005,0.2982816,0.17094186
0.0042426367,0.0026757366,0.19097854,0.12762633,0.046059854,0.0133929,0.02502156,0.14943041,0.101804376,0.82917196,0.21156538,0.3195271,0.35392958
0.008537898,0.008998354,0.19766171,0.1221931,0.16287932,0.16926129,0.14691989,0.14037877,0.08807248,0.8171295,0.22403613,0.29924184,0.32870042
0.010865563,0.015764676,0.19887765,0.13435684,0.06449792,0.058048446,0.05304387,0.10534007,0.12011424,0.82781845,0.2258674,0.30890656,0.34113574
0.00734568,0.0149530545,0.18949834,0.109961346,0.17683102,0.17507882,0.1495714,0.1648664,0.18262002,0.8090135,0.19757609,0.30064854,1.5230089e-24
0.014836853,0.014883205,0.20327725,0.12165153,0.31446758,0.30357826,0.28579614,0.13630955,0.081445545,0.8082718,0.22711468,0.2915269,0.52753127
0.0038974038,0.007956742,0.18287443,0.0997977,0.2476808,0.2598374,0.20968844,0.18383904,0.24972112,0.8407841,0.17534074,0.3030835,2.0264795e-35
0.012024882,0.012944711,0.19601375,0.119077586,0.20810358,0.21966249,0.19843242,0.13822125,0.09069785,0.802222,0.22685382,0.2913965,0.16210176
0.00923793,0.014545294,0.19635512,0.1102863,0.2752653,0.27374297,0.24800728,0.15206239,0.15256843,0.82073385,0.20441851,0.29439324,1.9895538e-18
0.008847602,0.006551196,0.19113803,0.12605067,0.092891425,0.05095253,0.06576893,0.13533299,0.094583146,0.8148063,0.21992292,0.30586618,0.4629492
0.0066577396,0.009194641,0.19934961,0.13261934,0.057488836,0.060659498,0.048848607,0.11327131,0.12379993,0.8256096,0.2244898,0.31300956,0.36748275
0.014394677,0.017533675,0.19913684,0.12377997,0.14571337,0.18472198,0.13660686,0.12735637,0.077782266,0.8055125,0.2250927,0.29828444,0.58786994
